tokenID;name;description;fee_recipient;seller_fee_basis_points;file_name;image;external_url;attributes[Frame];attributes[Background];attributes[Holy Smoke];attributes[Darkness And Light];attributes[Bit];attributes[Cock Ring];attributes[Cum Shot];Dna
4926;BiT #4926;BiT #4926  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;4926.png;https://opensea.io/collection/bit-69/4926.png;https://TattooCalypso.com/NFTs;Rare Abyss Blue;Rare Panty Pink;Rare Lily Myst;Legendary Void;Rare Smurf Bit;Celestial Gold;Rare Left Handed;c3f867c984dee1db6acb3acfd49f435c
4927;BiT #4927;BiT #4927  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;4927.png;https://opensea.io/collection/bit-69/4927.png;https://TattooCalypso.com/NFTs;Common Corroded;Common Alpha Blue;Common Orange Sift;Rare Black Corners;Common Naturtal;Common Frog;Common Right Handed;fa79792765eda575834f681806abe252
4928;BiT #4928;BiT #4928  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;4928.png;https://opensea.io/collection/bit-69/4928.png;https://TattooCalypso.com/NFTs;Rare Deep Magenta;Common Alpha Blue;Common Orange Sift;Common Green Dream;Rare Smurf Bit;Rare Cassanova Red;Common Right Handed;331aa344409ee4a3ada70da4cd85137a
4929;BiT #4929;BiT #4929  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;4929.png;https://opensea.io/collection/bit-69/4929.png;https://TattooCalypso.com/NFTs;Rare Abyss Blue;Turquoise Relic;Rare Sex Bomb;Common Green Dream;Common Lolypop;Rare Cassanova Red;Common Point Blanc;6d6a032260e736848eaefefeae758844
4930;BiT #4930;BiT #4930  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;4930.png;https://opensea.io/collection/bit-69/4930.png;https://TattooCalypso.com/NFTs;Rare Deep Magenta;Rare Rare Apple Green;Rare Lily Myst;Common Green Dream;Common Lolypop;Common Cool Gray;Rare Fountain;fd90864d4d915e89eae7825f5bbc77d3
4931;BiT #4931;BiT #4931  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;4931.png;https://opensea.io/collection/bit-69/4931.png;https://TattooCalypso.com/NFTs;Celestial Pitch Black;Common Alpha Blue;Rare Sex Bomb;Legendary Void;Common Naturtal;Ron Jeremi;Common Point Blanc;22e6847ec03d424585fb0628d2bd62c9
4932;BiT #4932;BiT #4932  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;4932.png;https://opensea.io/collection/bit-69/4932.png;https://TattooCalypso.com/NFTs;Rare Deep Magenta;Rare Rare Apple Green;Common Rosee;Common Light And Dark;Rare Smurf Bit;Rare Vert De Gris;Come On Relic;a8445a34809551947fb8e472fa7c289b
4933;BiT #4933;BiT #4933  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;4933.png;https://opensea.io/collection/bit-69/4933.png;https://TattooCalypso.com/NFTs;Common Corroded;Common Atomik Yellow;Common Orange Sift;Common Green Dream;Purr Pull Relic Bit;Common Kaki;Common Point Blanc;f59e897d6b2525c174e75a6c9c2f159c
4934;BiT #4934;BiT #4934  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;4934.png;https://opensea.io/collection/bit-69/4934.png;https://TattooCalypso.com/NFTs;Rare Abyss Blue;Common Alpha Blue;Mellow Yellow Relic;Rare Black Corners;Common Lolypop;Lavender Relic;Rare Left Handed;0729553d4f1e35b2aa7ada06648d5c07
4935;BiT #4935;BiT #4935  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;4935.png;https://opensea.io/collection/bit-69/4935.png;https://TattooCalypso.com/NFTs;Common Chocolate;Turquoise Relic;Common Rosee;Common Light And Dark;Common Naturtal;Lavender Relic;Rare Fountain;df08d1e6846291b6f34aaad5c565227b
4936;BiT #4936;BiT #4936  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;4936.png;https://opensea.io/collection/bit-69/4936.png;https://TattooCalypso.com/NFTs;Common Corroded;Common Atomik Yellow;Rare Lily Myst;Rare Black Corners;Legendary Zombi;Common Kaki;Common Point Blanc;48390d9b57d1fb71ea403b76ff9ad1a8
4937;BiT #4937;BiT #4937  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;4937.png;https://opensea.io/collection/bit-69/4937.png;https://TattooCalypso.com/NFTs;Common Chocolate;Common Alpha Blue;Common Orange Sift;Common Green Dream;Legendary Zombi;Common Cool Gray;Rare Left Handed;528e1547f69e84e63677079387d24557
4938;BiT #4938;BiT #4938  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;4938.png;https://opensea.io/collection/bit-69/4938.png;https://TattooCalypso.com/NFTs;Common Corroded;Common Alpha Blue;Common Orange Sift;Common Light And Dark;Celestial Goldpecker;Rare Flamboyant Orange;Come On Relic;345b7d66965ddf79ebe246c979e96b2d
4939;BiT #4939;BiT #4939  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;4939.png;https://opensea.io/collection/bit-69/4939.png;https://TattooCalypso.com/NFTs;Leviathan Purple Relic;Turquoise Relic;Common Rosee;Ocean Spray Relic;Common Lolypop;Common Cool Gray;Celestial Prince Albert;e1bb72b418ff06539007311b86398ab6
4940;BiT #4940;BiT #4940  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;4940.png;https://opensea.io/collection/bit-69/4940.png;https://TattooCalypso.com/NFTs;Leviathan Purple Relic;Crimson Red Relic;Mellow Yellow Relic;Ocean Spray Relic;Rare Miss Piggy Bit;Common Kaki;Common Right Handed;1e3a07f8899375ca12e460b2a1639156
4941;BiT #4941;BiT #4941  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;4941.png;https://opensea.io/collection/bit-69/4941.png;https://TattooCalypso.com/NFTs;Rare Deep Magenta;Turquoise Relic;Mellow Yellow Relic;Common Green Dream;Reddick Relic Bit;Rare Cassanova Red;Common Point Blanc;f61be4d1e7b246b9377fdff00755ab97
4942;BiT #4942;BiT #4942  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;4942.png;https://opensea.io/collection/bit-69/4942.png;https://TattooCalypso.com/NFTs;Common Corroded;Celestial Powder Blue;Common Orange Sift;Common Light And Dark;Legendary Zombi;Lavender Relic;Interrupted Coitus Relic;9306c17bdd7ee4d96a38b2685c8ee694
4943;BiT #4943;BiT #4943  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;4943.png;https://opensea.io/collection/bit-69/4943.png;https://TattooCalypso.com/NFTs;Common Corroded;Common Atomik Yellow;Mellow Yellow Relic;Common Light And Dark;Purr Pull Relic Bit;Common Cool Gray;Legendary Fireman;8fde4e78af0cf637a0c1b30179abb1ce
4944;BiT #4944;BiT #4944  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;4944.png;https://opensea.io/collection/bit-69/4944.png;https://TattooCalypso.com/NFTs;Leviathan Purple Relic;Common Alpha Blue;Common Orange Sift;Celestial Invisible Woman;Common Naturtal;Rare Flamboyant Orange;Common Point Blanc;87b3ac630506b76d2fdaef9ff7289177
4945;BiT #4945;BiT #4945  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;4945.png;https://opensea.io/collection/bit-69/4945.png;https://TattooCalypso.com/NFTs;Common Corroded;Turquoise Relic;Rare Sex Bomb;Ocean Spray Relic;Common Naturtal;Common Frog;Common Right Handed;560d03744f56faafb9eb44c1b9ed4add
4946;BiT #4946;BiT #4946  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;4946.png;https://opensea.io/collection/bit-69/4946.png;https://TattooCalypso.com/NFTs;Rare Abyss Blue;Rare Rare Apple Green;Legendary Euphoria Blue;Common Green Dream;Common Lolypop;Common Kaki;Come On Relic;d2f066fd1fab3db1aa826813c9431f47
4947;BiT #4947;BiT #4947  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;4947.png;https://opensea.io/collection/bit-69/4947.png;https://TattooCalypso.com/NFTs;Rare Deep Magenta;Common Alpha Blue;Common Rosee;Common Green Dream;Common Lolypop;Rare Flamboyant Orange;Common Point Blanc;1d19a98c40cfcfa25d65aa685d2b5147
4948;BiT #4948;BiT #4948  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;4948.png;https://opensea.io/collection/bit-69/4948.png;https://TattooCalypso.com/NFTs;Common Corroded;Rare Bumbelbee;Rare Lily Myst;Rare Black Corners;Common Naturtal;Common Cool Gray;Common Point Blanc;a5cbe0ee7635e5b02a336454184d45a9
4949;BiT #4949;BiT #4949  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;4949.png;https://opensea.io/collection/bit-69/4949.png;https://TattooCalypso.com/NFTs;Common Chocolate;Crimson Red Relic;Common Rosee;Rare Black Corners;Common Naturtal;Lavender Relic;Rare Left Handed;ef474074d84a7c9ab21cb96c581115de
4950;BiT #4950;BiT #4950  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;4950.png;https://opensea.io/collection/bit-69/4950.png;https://TattooCalypso.com/NFTs;Rare Deep Magenta;Turquoise Relic;Rare Lily Myst;Common Light And Dark;Legendary Zombi;Common Kaki;Rare Left Handed;fd62e970c5c3b0dc1975ee57593f4589
